stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5026A,5026A,"Mairie",,48.7228999,7.7554001,,,0,18329,,
5026R,5026R,"Mairie",,48.7229999,7.7561001,,,0,18329,,
18332,18332,"Mairie",,48.60420024205,7.5953999428,,,1,,,
336A,336A,"Mairie",,48.6041999,7.5953001,,,0,18332,,
336R,336R,"Mairie",,48.6041998,7.5955001,,,0,18332,,
18333,18333,"Centre",,48.71864965645,7.4399502955,,,1,,,
5664A,5664A,"Centre",,48.7185999,7.4400001,,,0,18333,,
5664R,5664R,"Centre",,48.7186999,7.4399001,,,0,18333,,
18334,18334,"Centre",,48.64415028545,7.4059502541,,,1,,,
404A,404A,"Centre",,48.6441999,7.4061,,,0,18334,,
404R,404R,"Centre",,48.6440999,7.4058001,,,0,18334,,
18335,18335,"Mairie",,48.5706001324,7.48915009845,,,1,,,
5107A,5107A,"Mairie",,48.5703999,7.4892,,,0,18335,,
5107R,5107R,"Mairie",,48.5707999,7.4891001,,,0,18335,,
18336,18336,"Mairie",,48.52399968355,7.56609985335,,,1,,,
627A,627A,"Mairie",,48.5234999,7.5664,,,0,18336,,
627R,627R,"Mairie",,48.5244999,7.5658,,,0,18336,,
18338,18338,"Mairie",,48.7079505982,7.6310500205,,,1,,,
117A,117A,"Mairie",,48.7077999,7.6312001,,,0,18338,,
117R,117R,"Mairie",,48.7080999,7.6309,,,0,18338,,
18339,18339,"Centre",,48.69155042245,7.4432501004,,,1,,,
5735A,5735A,"Centre",,48.6914999,7.4433,,,0,18339,,
5735R,5735R,"Centre",,48.6915999,7.4432,,,0,18339,,
18340,18340,"Mairie",,48.45755046895,7.42475021705,,,1,,,
747A,747A,"Mairie",,48.4574999,7.4245,,,0,18340,,
747R,747R,"Mairie",,48.4575999,7.4250001,,,0,18340,,
18342,18342,"Centre",,48.64354946155,7.52525036535,,,1,,,
339A,339A,"Centre",,48.6434999,7.5252001,,,0,18342,,
339R,339R,"Centre",,48.6435999,7.5253001,,,0,18342,,
18343,18343,"Mairie",,48.7077005899,7.5139005677,,,1,,,
181A,181A,"Mairie",,48.7076999,7.5139001,,,0,18343,,
181R,181R,"Mairie",,48.7076999,7.5139001,,,0,18343,,
18344,18344,"Mairie",,48.4486003577,7.6678004181,,,1,,,
812A,812A,"Mairie",,48.4484999,7.6678,,,0,18344,,
812R,812R,"Mairie",,48.4486999,7.6678001,,,0,18344,,
18345,18345,"Mairie",,48.5850995403,7.5559997606,,,1,,,
568A,568A,"Mairie",,48.5850999,7.5560001,,,0,18345,,
18346,18346,"Mairie",,48.44629965075,7.42375011805,,,1,,,
5710A,5710A,"Mairie",,48.4462999,7.4236001,,,0,18346,,
5710R,5710R,"Mairie",,48.4462999,7.4239,,,0,18346,,
18347,18347,"KLEINFRANKENHEIM Centre",,48.6616501289,7.5809002712,,,1,,,
852A,852A,"KLEINFRANKENHEIM Centre",,48.6615999,7.5809001,,,0,18347,,
852R,852R,"KLEINFRANKENHEIM Centre",,48.6616999,7.5809,,,0,18347,,
18349,18349,"Centre",,48.71304953865,7.80129992265,,,1,,,
5725A,5725A,"Centre",,48.7130999,7.8012,,,0,18349,,
5725R,5725R,"Centre",,48.7129999,7.8014,,,0,18349,,
18351,18351,"Mairie",,48.6363989067,7.5095995565,,,1,,,
344A,344A,"Mairie",,48.6363999,7.5096,,,0,18351,,
344R,344R,"Mairie",,48.6363999,7.5096,,,0,18351,,
18352,18352,"Mairie",,48.41075003175,7.59649982515,,,1,,,
5717A,5717A,"Mairie",,48.4106999,7.5962,,,0,18352,,
5717R,5717R,"Mairie",,48.4107999,7.5968,,,0,18352,,
18353,18353,"Mairie",,48.3824000673,7.6972503386,,,1,,,
802A,802A,"Mairie",,48.3824999,7.6975001,,,0,18353,,
802R,802R,"Mairie",,48.3822998,7.697,,,0,18353,,
18354,18354,"Mairie",,48.6372004349,7.4472002818,,,1,,,
22A,22A,"Mairie",,48.6371999,7.4472001,,,0,18354,,
22R,22R,"Mairie",,48.6371999,7.4472001,,,0,18354,,
18357,18357,"Eglise",,48.6172992139,7.5910501914,,,1,,,
331A,331A,"Eglise",,48.6172999,7.5909,,,0,18357,,
331R,331R,"Eglise",,48.6172999,7.5912,,,0,18357,,
18358,18358,"Ecole",,48.5053916,7.6080266,,,1,,,
702A,702A,"Ecole",,48.5052999,7.6082,,,0,18358,,
702R,702R,"Ecole",,48.5054999,7.6081001,,,0,18358,,
18359,18359,"AVENHEIM Eglise",,48.67079990065,7.55375000045,,,1,,,
250A,250A,"AVENHEIM Eglise",,48.6707999,7.5536001,,,0,18359,,
250R,250R,"AVENHEIM Eglise",,48.6707999,7.5539,,,0,18359,,
18363,18363,"Cimetière",,48.36409974195,7.6894496734,,,1,,,
816A,816A,"Cimetière",,48.3643999,7.6894001,,,0,18363,,
816R,816R,"Cimetière",,48.3637999,7.6895,,,0,18363,,
18364,18364,"Cimetière",,48.6846008787,7.5713003989,,,1,,,
252A,252A,"Cimetière",,48.6845999,7.5713001,,,0,18364,,
252R,252R,"Cimetière",,48.6845999,7.5713001,,,0,18364,,
18365,18365,"Zone Artisanale",,48.643349796,7.39855010955,,,1,,,
34A,34A,"Zone Artisanale",,48.6432999,7.3989,,,0,18365,,
34R,34R,"Zone Artisanale",,48.6433999,7.3982001,,,0,18365,,
18366,18366,"Stade",,48.3313001637,7.68494991865,,,1,,,
5671A,5671A,"Stade",,48.3313999,7.685,,,0,18366,,
5671R,5671R,"Stade",,48.3311999,7.6849001,,,0,18366,,
18367,18367,"Stade",,48.41399937135,7.66709982685,,,1,,,
793A,793A,"Stade",,48.4136998,7.6676,,,0,18367,,
793R,793R,"Stade",,48.4142999,7.6666,,,0,18367,,
18368,18368,"PFETTISHEIM - Stade",,48.6621501195,7.6484996157,,,1,,,
122A,122A,"Pfettisheim - Stade",,48.6621999,7.6485,,,0,18368,,
122R,122R,"Pfettisheim - Stade",,48.6620999,7.6485,,,0,18368,,
18369,18369,"Stade",,48.6074497297,7.5908498182,,,1,,,
337A,337A,"Stade",,48.6074999,7.5907001,,,0,18369,,
337R,337R,"Stade",,48.6073999,7.591,,,0,18369,,
18370,18370,"Stade",,48.40074992925,7.58799984765,,,1,,,
5724A,5724A,"Stade",,48.4005998,7.5880001,,,0,18370,,
5724R,5724R,"Stade",,48.4008999,7.5880001,,,0,18370,,
18371,18371,"Laiterie",,48.6832994207,7.5665997814,,,1,,,
253A,253A,"Laiterie",,48.6832999,7.5666001,,,0,18371,,
253R,253R,"Laiterie",,48.6832999,7.5666001,,,0,18371,,
18374,18374,"Ancienne Gare",,48.47674993665,7.44935012885,,,1,,,
705A,705A,"Ancienne gare",,48.4766999,7.4494001,,,0,18374,,
705R,705R,"Ancienne gare",,48.4767999,7.4493001,,,0,18374,,
18375,18375,"Ancienne Gare",,48.6604001024,7.60575035865,,,1,,,
183A,183A,"Ancienne gare",,48.6605999,7.6057001,,,0,18375,,
183R,183R,"Ancienne gare",,48.6601999,7.6058001,,,0,18375,,
18376,18376,"Ancienne gare",,48.5912999891,7.48700001105,,,1,,,
570A,570A,"Ancienne gare",,48.5910999,7.4872,,,0,18376,,
570R,570R,"Ancienne gare",,48.5914999,7.4868,,,0,18376,,
18377,18377,"Ancienne Gare",,48.5996005306,7.4448001651,,,1,,,
1A,1A,"Ancienne gare",,48.5995999,7.4447001,,,0,18377,,
1R,1R,"Ancienne gare",,48.5995999,7.4449,,,0,18377,,
18378,18378,"Crédit Mutuel",,48.6893008853,7.3824997548,,,1,,,
5606A,5606A,"Crédit Mutuel",,48.6892999,7.3825001,,,0,18378,,
5606R,5606R,"Crédit Mutuel",,48.6892999,7.3825001,,,0,18378,,
18379,18379,"Salle des Fêtes",,48.4466999908,7.68080004115,,,1,,,
814A,814A,"Salle des fêtes",,48.4465999,7.6808001,,,0,18379,,
814R,814R,"Salle des fêtes",,48.4467999,7.6808,,,0,18379,,
18380,18380,"Route des Vins",,48.4529000573,7.46829999485,,,1,,,
701A,701A,"Route des vins",,48.4529999,7.4685,,,0,18380,,
701R,701R,"Route des vins",,48.4527999,7.4681,,,0,18380,,
18383,18383,"Village",,48.6339496265,7.5406499984,,,1,,,
327A,327A,"Village",,48.6338999,7.5407,,,0,18383,,
327R,327R,"Village",,48.6339999,7.5406001,,,0,18383,,
18385,18385,"Poste",,48.53954991475,7.4937997191,,,1,,,
5112A,5112A,"Poste",,48.5395999,7.4939,,,0,18385,,
5112R,5112R,"Poste",,48.5394999,7.4937001,,,0,18385,,
18386,18386,"Ouest",,48.57945009595,7.59910007295,,,1,,,
5672A,5672A,"Ouest",,48.5789998,7.5991001,,,0,18386,,
5672R,5672R,"Ouest",,48.5798999,7.5991,,,0,18386,,
18388,18388,"Mairie",,48.7065999,7.4851001,,,1,,,
5663A,5663A,"Mairie",,48.7065999,7.4851001,,,0,18388,,
5663R,5663R,"Mairie",,48.7065999,7.4851001,,,0,18388,,
18389,18389,"Dépôt d'Incendie",,48.4761497292,7.56449969415,,,1,,,
727A,727A,"Dépôt d'Incendie",,48.4760999,7.5645001,,,0,18389,,
727R,727R,"Dépôt d'Incendie",,48.4761999,7.5645,,,0,18389,,
18391,18391,"Eglise",,48.7191492886,7.78235008885,,,1,,,
5668A,5668A,"Eglise",,48.7190999,7.7825001,,,0,18391,,
5668R,5668R,"Eglise",,48.7191999,7.7822,,,0,18391,,
18392,18392,"Eglise",,48.6891998693,7.5792999488,,,1,,,
254A,254A,"Eglise",,48.6891999,7.5793001,,,0,18392,,
254R,254R,"Eglise",,48.6891999,7.5793001,,,0,18392,,
18394,18394,"Eglise",,48.722599101,7.6341003299,,,1,,,
128A,128A,"Eglise",,48.7225999,7.6341,,,0,18394,,
128R,128R,"Eglise",,48.7225999,7.6341,,,0,18394,,
18395,18395,"Eglise",,48.62299945365,7.3072496971,,,1,,,
7A,7A,"Eglise",,48.6230999,7.3073,,,0,18395,,
7R,7R,"Eglise",,48.6228999,7.3072001,,,0,18395,,
18397,18397,"Ecole",,48.6996501625,7.4626999162,,,1,,,
5730A,5730A,"Ecole",,48.6995999,7.4627,,,0,18397,,
5730R,5730R,"Ecole",,48.6996999,7.4627001,,,0,18397,,
18398,18398,"Ecole",,48.7181500968,7.63185023515,,,1,,,
127A,127A,"Ecole",,48.7180999,7.6317001,,,0,18398,,
127R,127R,"Ecole",,48.7181999,7.632,,,0,18398,,
18399,18399,"Ecole",,48.60130024275,7.44209984745,,,1,,,
482A,482A,"Ecole",,48.6012999,7.442,,,0,18399,,
482R,482R,"Ecole",,48.6012999,7.4422,,,0,18399,,
18401,18401,"Centre",,48.7130497357,7.4136497715,,,1,,,
5716A,5716A,"Centre",,48.7129998,7.4137001,,,0,18401,,
5716R,5716R,"Centre",,48.7130999,7.4136,,,0,18401,,
18402,18402,"Centre",,48.73309960815,7.43604981665,,,1,,,
5719A,5719A,"Centre",,48.7327999,7.4361,,,0,18402,,
5719R,5719R,"Centre",,48.7333999,7.436,,,0,18402,,
18403,18403,"Centre",,48.67189932945,7.38634983175,,,1,,,
5604A,5604A,"Centre",,48.6716999,7.3865,,,0,18403,,
5604R,5604R,"Centre",,48.6720999,7.3862001,,,0,18403,,
18404,18404,"Centre",,48.6349999773,7.6690003115,,,1,,,
112A,112A,"Centre",,48.6349999,7.6688001,,,0,18404,,
112R,112R,"Centre",,48.6349999,7.6692,,,0,18404,,
18543,18543,"Ecole",,48.63305007075,7.40025033785,,,1,,,
970A,970A,"Ecole",,48.6330999,7.4001001,,,0,18543,,
970R,970R,"Ecole",,48.6329998,7.4004001,,,0,18543,,
28273,28273,"Place Foret Domaniale Mossig",,48.6020003927,7.3170003806,,,1,,,
5720A,5720A,"Place Foret Domaniale Mossig",,48.6019999,7.3170001,,,0,28273,,
5720R,5720R,"Place Foret Domaniale Mossig",,48.6019999,7.3170001,,,0,28273,,
28275,28275,"Wangenmuhl",,48.6170004172,7.4758004624,,,1,,,
5103A,5103A,"Wangenmuhl",,48.6169999,7.4758001,,,0,28275,,
5103R,5103R,"Wangenmuhl",,48.6169999,7.4758001,,,0,28275,,
28277,28277,"Lotissement",,48.63289910585,7.50715007185,,,1,,,
343A,343A,"Lotissement",,48.6327999,7.5071,,,0,28277,,
343R,343R,"Lotissement",,48.6329998,7.5072,,,0,28277,,
28279,28279,"De Gaulle-Chartreuse",,48.54330017375,7.48930005695,,,1,,,
5111A,5111A,"De Gaulle-Chartreuse",,48.5432999,7.4895,,,0,28279,,
5111R,5111R,"De Gaulle-Chartreuse",,48.5432999,7.4891,,,0,28279,,
28280,28280,"Le Trèfle",,48.5208989098,7.5011999638,,,1,,,
5747A,5747A,"Le Trèfle",,48.5208999,7.5012001,,,0,28280,,
5747R,5747R,"Le Trèfle",,48.5208999,7.5012001,,,0,28280,,
28281,28281,"Kronthal parking",,48.6215658052333,7.47466664126667,,,1,,,
5686A,5686A,"Kronthal",,48.6216999,7.4748,,,0,28281,,
5746A,5746A,"Kronthal parking",,48.6213999,7.4747,,,0,28281,,
5746R,5746R,"Kronthal parking",,48.6215999,7.4745,,,0,28281,,
28283,28283,"Rue de Odratzheim",,48.6072999,7.4935,,,1,,,
5684A,5684A,"Rue de Odratzheim",,48.6072999,7.4935,,,0,28283,,
5684R,5684R,"Rue de Odratzheim",,48.6072999,7.4935,,,0,28283,,
28284,28284,"Zone d'Activités",,48.6165005027,7.5008997425,,,1,,,
5687A,5687A,"Zone d'Activités",,48.6164999,7.5009,,,0,28284,,
5687R,5687R,"Zone d'Activités",,48.6164999,7.5009,,,0,28284,,
28285,28285,"Lotissement Hüneberg",,48.6912005968,7.5831000212,,,1,,,
255A,255A,"Lotissement Hüneberg",,48.6911999,7.5831001,,,0,28285,,
255R,255R,"Lotissement Hüneberg",,48.6911999,7.5831001,,,0,28285,,
28286,28286,"HANDSCHUHEIM - Les Tilleuls",,48.60550007855,7.58230008685,,,1,,,
26A,26A,"HANDSCHUHEIM - Les Tilleuls",,48.6054998,7.5821,,,0,28286,,
26R,26R,"HANDSCHUHEIM - Les Tilleuls",,48.6054999,7.5825,,,0,28286,,
28287,28287,"Reitwiller - Rue de Strasbourg",,48.67700038905,7.61854991885,,,1,,,
5696A,5696A,"Reitwiller - Rue de Strasbourg",,48.6769999,7.6184001,,,0,28287,,
5696R,5696R,"Reitwiller - Rue de Strasbourg",,48.6769999,7.6187,,,0,28287,,
28290,28290,"Coll Kochersberg Parking",,48.6551997053,7.6038997507,,,1,,,
65A,65A,"Coll Kochersberg Parking",,48.6551999,7.6039,,,0,28290,,
65R,65R,"Coll Kochersberg Parking",,48.6551999,7.6039,,,0,28290,,
28293,28293,"Gare",,48.5452592,7.5660965,,,1,,,
626A,626A,"Gare",,48.5451999,7.5660001,,,0,28293,,
626R,626R,"Gare",,48.5451999,7.5660001,,,0,28293,,
28297,28297,"Souffel",,48.630899428,7.61899999765,,,1,,,
43A,43A,"Souffel",,48.6307999,7.6189,,,0,28297,,
43R,43R,"Souffel",,48.6309999,7.6191,,,0,28297,,
28298,28298,"Muhlweg",,48.6277502089,7.6233500459,,,1,,,
42A,42A,"Muhlweg",,48.6276999,7.6234001,,,0,28298,,
42R,42R,"Muhlweg",,48.6277999,7.6233,,,0,28298,,
28300,28300,"Collège du Kochersberg",,48.6557006746,7.6056001115,,,1,,,
8A,8A,"Collège du Kochersberg",,48.6556999,7.6056,,,0,28300,,
8R,8R,"Collège du Kochersberg",,48.6556999,7.6056,,,0,28300,,
28301,28301,"Baggersee",,48.5449216,7.7377355,,,1,,,
805A,805A,"Baggersee",,48.5443998,7.7377001,,,0,28301,,
805R,805R,"Baggersee",,48.5451999,7.7378001,,,0,28301,,
28302,28302,"Campus",,48.52844960925,7.7332500636,,,1,,,
806A,806A,"Campus",,48.5283999,7.7332,,,0,28302,,
806R,806R,"Campus",,48.5284999,7.7333001,,,0,28302,,
28304,28304,"Mairie",,48.4284571,7.6223739,,,1,,,
5715A,5715A,"Mairie",,48.4284999,7.6223,,,0,28304,,
5715R,5715R,"Mairie",,48.4284999,7.6223,,,0,28304,,
28312,28312,"LYCEE AGRICOLE",,48.4667979,7.4961763,,,1,,,
5690R,5690R,"Lycée Agricole",,48.4666999,7.4963,,,0,28312,,
5690A,5690A,"Lycée Agricole",,48.4666999,7.4963,,,0,28312,,
28313,28313,"KLINGENTHAL - Rue de la forêt",,48.4717497205,7.4074502513,,,1,,,
193A,193A,"KLINGENTHAL - Rue de la forêt",,48.4716999,7.4076001,,,0,28313,,
193R,193R,"KLINGENTHAL - Rue de la forêt",,48.4717999,7.4073001,,,0,28313,,
28315,28315,"Gare",,48.7176762,7.7977274,,,1,,,
5726A,5726A,"Gare",,48.7175999,7.7981,,,0,28315,,
5726R,5726R,"Gare",,48.7175999,7.7980001,,,0,28315,,
28317,28317,"Centre",,48.62909972445,7.6684002528,,,1,,,
110A,110A,"Centre",,48.6289999,7.6685001,,,0,28317,,
110R,110R,"Centre",,48.6291999,7.6683,,,0,28317,,
28320,28320,"Mairie",,48.696799713075,7.672050051075,,,1,,,
5311A,5311A,"Mairie",,48.6969999,7.6720001,,,0,28320,,
5311R,5311R,"Mairie",,48.6967998,7.6720001,,,0,28320,,
28321,28321,"Mühlbach",,48.69632564875,7.681674990275,,,1,,,
5312A,5312A,"Mühlbach",,48.6963999,7.6818001,,,0,28321,,
5312R,5312R,"Mühlbach",,48.6962999,7.6817,,,0,28321,,
28323,28323,"Centre",,48.708800194525,7.65842527995,,,1,,,
104A,104A,"Centre",,48.7089999,7.6581001,,,0,28323,,
104R,104R,"Centre",,48.7087999,7.6582,,,0,28323,,
28324,28324,"Centre",,48.7177754385,7.65260048035,,,1,,,
111A,111A,"Centre",,48.7177999,7.6525001,,,0,28324,,
111R,111R,"Centre",,48.7176999,7.6525,,,0,28324,,
28325,28325,"Salle polyvalente",,48.6110497513,7.5603498701,,,1,,,
328A,328A,"Salle polyvalente",,48.6110999,7.5602001,,,0,28325,,
328R,328R,"Salle polyvalente",,48.6109999,7.5605001,,,0,28325,,
28326,28326,"Mairie",,48.6261996019,7.573399731,,,1,,,
345A,345A,"Mairie",,48.6262999,7.5734,,,0,28326,,
345R,345R,"Mairie",,48.6260999,7.5734,,,0,28326,,
28327,28327,"Poste",,48.60435000545,7.44294988975,,,1,,,
484A,484A,"Poste",,48.6042999,7.4428,,,0,28327,,
484R,484R,"Poste",,48.6043999,7.4431001,,,0,28327,,
28328,28328,"Eglise",,48.5721004823,7.4319002642,,,1,,,
5106A,5106A,"Eglise",,48.5720999,7.4319001,,,0,28328,,
5106R,5106R,"Eglise",,48.5720999,7.4319001,,,0,28328,,
28329,28329,"Biblenheim",,48.57575005965,7.4775999309,,,1,,,
5108A,5108A,"Biblenheim",,48.5756999,7.4777001,,,0,28329,,
5108R,5108R,"Biblenheim",,48.5757998,7.4775001,,,0,28329,,
28330,28330,"Eglise",,48.5757997908,7.45809997695,,,1,,,
553A,553A,"Eglise",,48.5756999,7.4581001,,,0,28330,,
553R,553R,"Eglise",,48.5758999,7.4581001,,,0,28330,,
28331,28331,"Osterfeld",,48.5726501326,7.472100308,,,1,,,
561A,561A,"Osterfeld",,48.5725999,7.4721,,,0,28331,,
561R,561R,"Osterfeld",,48.5726999,7.4721,,,0,28331,,
28332,28332,"Mairie",,48.56970073025,7.52790006705,,,1,,,
951A,951A,"Mairie",,48.5696999,7.5277001,,,0,28332,,
951R,951R,"Mairie",,48.5696999,7.5281001,,,0,28332,,
28333,28333,"Place de l'Eglise",,48.7129999277,7.5348996975,,,1,,,
5761A,5761A,"Place de l'Eglise",,48.7129999,7.5349,,,0,28333,,
5761R,5761R,"Place de l'Eglise",,48.7129999,7.5349,,,0,28333,,
28336,28336,"Sainte-Odile",,48.32685000645,7.6943500727,,,1,,,
826A,826A,"Sainte-Odile",,48.3267999,7.6944001,,,0,28336,,
826R,826R,"Sainte-Odile",,48.3268999,7.6943,,,0,28336,,
28337,28337,"Gare",,48.7446097,7.362993,,,1,,,
5614A,5614A,"Gare routière",,48.7447999,7.3644,,,0,28337,,
5614R,5614R,"Gare routière",,48.7447999,7.3644,,,0,28337,,
28342,28342,"KLINGENTHAL - Wolfsgrub",,48.47165020505,7.4099499209,,,1,,,
726A,726A,"KLINGENTHAL - Wolfsgrub",,48.4717999,7.4098,,,0,28342,,
726R,726R,"KLINGENTHAL - Wolfsgrub",,48.4714999,7.4101,,,0,28342,,
28344,28344,"Saint-Léonard",,48.46910045595,7.4375502127,,,1,,,
709A,709A,"Saint-Léonard",,48.4689999,7.4377,,,0,28344,,
709R,709R,"Saint-Léonard",,48.4691999,7.4374,,,0,28344,,
28346,28346,"Violettes",,48.5801001912,7.61065009395,,,1,,,
557A,557A,"Violettes",,48.5799999,7.6105001,,,0,28346,,
557R,557R,"Violettes",,48.5801999,7.6108,,,0,28346,,
28348,28348,"Mairie",,48.57204963195,7.4664500198,,,1,,,
560A,560A,"Mairie",,48.5718999,7.4663001,,,0,28348,,
560R,560R,"Mairie",,48.5721999,7.4666,,,0,28348,,
28349,28349,"Prairies",,48.5546499855,7.5673000584,,,1,,,
630A,630A,"Prairies",,48.5544999,7.5675,,,0,28349,,
630R,630R,"Prairies",,48.5547999,7.5671001,,,0,28349,,
28350,28350,"Bruhly",,48.4293482,7.6658207,,,1,,,
781A,781A,"Bruhly",,48.4294999,7.6663,,,0,28350,,
781R,781R,"Bruhly",,48.4292999,7.6654,,,0,28350,,
28351,28351,"Krafft-Navigation",,48.4260499866,7.70039989955,,,1,,,
810A,810A,"Krafft-Navigation",,48.4263999,7.7007001,,,0,28351,,
810R,810R,"Krafft-Navigation",,48.4256999,7.7001,,,0,28351,,
28353,28353,"Prés",,48.61505068855,7.56644991385,,,1,,,
31A,31A,"Prés",,48.6147999,7.5663001,,,0,28353,,
31R,31R,"Prés",,48.6152999,7.5666001,,,0,28353,,
28355,28355,"Zorn",,48.7235005697,7.7611498959,,,1,,,
5025A,5025A,"Zorn",,48.7233999,7.7613,,,0,28355,,
5025R,5025R,"Zorn",,48.7235999,7.7610001,,,0,28355,,
28360,28360,"Eglise",,48.559045,7.6410809,,,1,,,
637A,637A,"Eglise",,48.5590999,7.6414001,,,0,28360,,
637R,637R,"Eglise",,48.5589999,7.6408,,,0,28360,,
28361,28361,"Colombe",,48.6199491893,7.4997999872,,,1,,,
400A,400A,"Colombe",,48.6198999,7.4996,,,0,28361,,
400R,400R,"Colombe",,48.6199999,7.5,,,0,28361,,
28362,28362,"Colombe233",,48.620500193,7.50004997655,,,1,,,
160A,160A,"Colombe233",,48.6203999,7.5002,,,0,28362,,
160R,160R,"Colombe233",,48.6205999,7.4999,,,0,28362,,
28364,28364,"Eglise",,48.70097488525,7.653674943625,,,1,,,
119A,119A,"Eglise",,48.7008999,7.6537001,,,0,28364,,
119R,119R,"Eglise",,48.7011999,7.6538001,,,0,28364,,
28365,28365,"ZI de la Hardt",,48.53814966355,7.51020017135,,,1,,,
5688A,5688A,"ZI de la Hardt",,48.5380999,7.5099001,,,0,28365,,
5688R,5688R,"ZI de la Hardt",,48.5381999,7.5105,,,0,28365,,
28375,28375,"Route de Molsheim",,48.5874996843,7.4770001205,,,1,,,
562A,562A,"Route de Molsheim",,48.5873999,7.4768001,,,0,28375,,
562R,562R,"Route de Molsheim",,48.5875999,7.4772,,,0,28375,,
28376,28376,"AVENHEIM Tonneliers",,48.6723491654,7.5535501311,,,1,,,
251A,251A,"AVENHEIM Tonneliers",,48.6721999,7.5536001,,,0,28376,,
251R,251R,"AVENHEIM Tonneliers",,48.6724999,7.5535,,,0,28376,,
28378,28378,"Plaetzerbach",,48.6331492946,7.6136500624,,,1,,,
44A,44A,"Plaetzerbach",,48.6331999,7.6133001,,,0,28378,,
44R,44R,"Plaetzerbach",,48.6330999,7.614,,,0,28378,,
28379,28379,"Bibliothèque département",,48.6668326070333,7.60400128393333,,,1,,,
184A,184A,"Bibliothèque département",,48.6666999,7.604,,,0,28379,,
184R,184R,"Bibliothèque département",,48.6669999,7.6040001,,,0,28379,,
5315,5315,"Sonnenberg",,48.6667987,7.6040038,,,0,28379,,
28381,28381,"Rue principale",,48.41295060255,7.60130037175,,,1,,,
5718A,5718A,"Rue principale",,48.4131999,7.6014,,,0,28381,,
5718R,5718R,"Rue principale",,48.4126999,7.6012001,,,0,28381,,
28382,28382,"Centre Commercial",,48.6461996819,7.45215028385,,,1,,,
5744A,5744A,"Centre Commercial",,48.6464999,7.4524001,,,0,28382,,
5744R,5744R,"Centre Commercial",,48.6458999,7.4519001,,,0,28382,,
28383,28383,"Hôpital-Maison de retraite",,48.63624944135,7.4381001794,,,1,,,
973A,973A,"Hôpital-Maison de retraite",,48.6361999,7.4383001,,,0,28383,,
973R,973R,"Hôpital-Maison de retraite",,48.6362999,7.4379001,,,0,28383,,
28596,28596,"Mairie",,48.7828145,7.8632327,,,1,,,
2058A,2058A,"Mairie",,48.7827999,7.8632,,,0,28596,,
2058R,2058R,"Mairie",,48.7827999,7.8632,,,0,28596,,
28597,28597,"Couronne",,48.7675201,7.8631785,,,1,,,
262A,262A,"Couronne",,48.7673999,7.863,,,0,28597,,
262R,262R,"Couronne",,48.7673999,7.863,,,0,28597,,
28599,28599,"Collège",,48.7603993403,7.9566999327,,,1,,,
2136A,2136A,"Collège",,48.7603999,7.9567001,,,0,28599,,
2136R,2136R,"Collège",,48.7603999,7.9567001,,,0,28599,,
28600,28600,"Piscine",,48.7607998,7.9632,,,1,,,
2139A,2139A,"Piscine",,48.7607998,7.9632,,,0,28600,,
2139R,2139R,"Piscine",,48.7607998,7.9632,,,0,28600,,
28605,28605,"Herrlisheim",,48.7278599,7.909973,,,1,,,
2147A,2147A,"Gare",,48.7277999,7.9098,,,0,28605,,
2147R,2147R,"Gare",,48.7277999,7.9098,,,0,28605,,
28606,28606,"Rotlach",,48.73555001735,7.9109500287,,,1,,,
2148A,2148A,"Rotlach",,48.7354999,7.9110001,,,0,28606,,
2148R,2148R,"Rotlach",,48.7355999,7.9109001,,,0,28606,,
28607,28607,"Ried",,48.7553001376,7.9040999851,,,1,,,
2197A,2197A,"Ried",,48.7552999,7.9042,,,0,28607,,
2197R,2197R,"Ried",,48.7552999,7.904,,,0,28607,,
28608,28608,"LETI",,48.8008004202,7.7663005211,,,1,,,
5257A,5257A,"LETI",,48.8007999,7.7663001,,,0,28608,,
5257R,5257R,"LETI",,48.8007999,7.7663001,,,0,28608,,
28609,28609,"Collège Charles De Gaulle",,48.9014974063,8.112599749,,,1,,,
2090A,2090A,"Collège Charles De Gaulle",,48.9014982,8.1126,,,0,28609,,
2090R,2090R,"Collège Charles De Gaulle",,48.9014982,8.1126,,,0,28609,,
28610,28610,"Foyer Protestant",,48.89909830015,7.90874979485,,,1,,,
2125A,2125A,"Foyer Protestant",,48.8990982,7.9088,,,0,28610,,
2125R,2125R,"Foyer Protestant",,48.8990982,7.9087001,,,0,28610,,
28611,28611,"Mairie",,48.89869786215,7.9006500384,,,1,,,
2126A,2126A,"Mairie",,48.8986982,7.9006,,,0,28611,,
2126R,2126R,"Mairie",,48.8986982,7.9007,,,0,28611,,
28612,28612,"Piscine",,48.89489822725,7.91274999365,,,1,,,
2127A,2127A,"Piscine",,48.8949982,7.9128,,,0,28612,,
2127R,2127R,"Piscine",,48.8947982,7.9127,,,0,28612,,
28613,28613,"Rue de l'herbe",,48.89759813625,7.9193496328,,,1,,,
2128A,2128A,"Rue de l'herbe",,48.8975982,7.9193001,,,0,28613,,
2128R,2128R,"Rue de l'herbe",,48.8975982,7.9194,,,0,28613,,
28614,28614,"Gare",,48.8979479047,7.97944983025,,,1,,,
2144A,2144A,"Gare",,48.8978982,7.9794,,,0,28614,,
